quincena,temporada_alta,dif_vuelo_prog_oper,tipo_vuelo,dest_tas,dest_pr,ori_pr,orig_tas,distancia,mes,dest_oper,dia_nomi,opera,periodo_dia,atraso,vel_viento_mod_orig,wind_dir
0,0,0,0,4.962120000000027,0.034303777343999996,0.0,17.538800000000037,11685.858,Marzo,LFPG,Sa,Air France,tarde,0,8.923849030215212,Sureste
0,0,0,0,5.294520000000034,0.15795528767999997,0.787663656,16.687520000000063,11685.858,Marzo,LFPG,Lu,Air France,tarde,0,6.964468447067102,Sureste
0,0,0,0,8.109920000000045,10.390795776,0.0,17.485000000000014,11685.858,Marzo,LFPG,Mi,Air France,tarde,0,4.466075295843173,Sureste
1,1,0,0,7.947900000000004,6.451217568,0.19695871872,18.704740000000015,11685.858,Marzo,LFPG,Ju,Air France,tarde,0,4.722144481984139,Suroeste
1,1,0,0,7.712370000000021,1.2492036432,1.0986456384,17.55060000000003,11685.858,Marzo,LFPG,Vi,Air France,tarde,0,6.406568420003992,Suroeste
1,0,0,0,9.480000000000018,5.989391424,0.06659253216000001,17.85925000000003,11685.858,Marzo,LFPG,Do,Air France,tarde,1,5.249118262505231,Sureste
1,0,0,0,8.882900000000006,2.4648126336,0.20401269119999998,18.982230000000015,11685.858,Marzo,LFPG,Ma,Air France,tarde,0,5.369358354173884,Suroeste
1,0,0,0,9.760580000000004,4.010051664,0.35512845120000003,18.490470000000016,11685.858,Marzo,LFPG,Ju,Air France,tarde,0,2.7482217266696756,Sureste
1,0,0,0,10.146200000000022,4.7623711104,0.0007983354816,17.804280000000006,11685.858,Marzo,LFPG,Vi,Air France,tarde,0,5.859493465465386,Sureste
1,0,0,0,9.251500000000021,12.967649856,4.2587933760000007e-08,17.62960000000004,11685.858,Marzo,LFPG,Do,Air France,tarde,0,1.802933049856752,Sureste
1,0,0,0,7.344229999999982,0.19555315488,0.0,18.032200000000046,11685.858,Marzo,LFPG,Ma,Air France,tarde,0,1.7261641006852988,Noreste
0,0,0,0,5.9879999999999995,0.7786318752,0.24237754848000004,18.71550000000002,11685.858,Marzo,LFPG,Ju,Air France,tarde,0,6.603961147529013,Suroeste
0,0,0,0,5.752200000000016,0.58269649536,0.0,17.43258000000003,11685.858,Marzo,LFPG,Vi,Air France,tarde,0,8.368079959123357,Sureste
0,0,0,0,4.03370000000001,0.29912330591999997,0.0001516448304,17.064320000000066,11685.858,Marzo,LFPG,Do,Air France,tarde,1,8.38136810022458,Sureste
0,0,0,0,6.972000000000037,0.22915284480000003,8.077958928e-10,16.740350000000035,11685.858,Marzo,LFPG,Ma,Air France,tarde,0,5.414905845737651,Sureste
0,0,0,0,7.029300000000035,1.4646470976000001,3.4209829439999995,17.123530000000017,11685.858,Marzo,LFPG,Ju,Air France,tarde,0,5.058746341482723,Suroeste
0,0,0,0,7.862540000000024,7.7066118144,0.0015075168768,17.19222000000002,11685.858,Marzo,LFPG,Vi,Air France,tarde,0,6.845580539095404,Sureste
0,0,0,0,6.612700000000018,5.2040755584000005,0.0,17.57385000000005,11685.858,Marzo,LFPG,Sa,Air France,tarde,0,5.836106712134742,Suroeste
0,0,0,0,5.9529,2.619539136,0.8238102192,17.149440000000027,11685.858,Marzo,LFPG,Do,Air France,tarde,0,8.768944400375837,Sureste
0,0,0,0,6.230740000000026,0.56739784608,0.0,16.616330000000005,11685.858,Marzo,LFPG,Lu,Air France,tarde,0,10.219621275791047,Sureste
0,0,0,0,5.637050000000045,0.10558180224000001,0.0,16.96352999999999,11685.858,Marzo,LFPG,Ma,Air France,tarde,1,9.94958625260034,Sureste
0,0,0,0,7.372979999999984,1.9630048031999998,0.0,16.704740000000015,11685.858,Marzo,LFPG,Mi,Air France,tarde,0,11.220346216987867,Sureste
0,0,0,0,8.237820000000056,0.45315586080000003,0.0,16.308040000000005,11685.858,Marzo,LFPG,Ju,Air France,tarde,0,10.90629319769426,Sureste
0,0,0,0,8.811149999999998,4.526358623999999,0.0,16.58666000000005,11685.858,Marzo,LFPG,Vi,Air France,tarde,0,8.833872037387716,Sureste
1,0,0,0,9.190879999999993,5.122276704,2.9812458239999993,16.03472000000005,11685.858,Abril,LFPG,Sa,Air France,tarde,0,4.168574465125674,Suroeste
1,0,0,0,7.448400000000049,1.208125584,0.9217047456,16.268700000000024,11685.858,Abril,LFPG,Do,Air France,tarde,0,2.8469025252834435,Suroeste
1,0,0,0,8.786220000000014,4.79480904,8.419182336,16.997370000000046,11685.858,Abril,LFPG,Lu,Air France,tarde,0,7.364274712972502,Noroeste
1,0,0,0,9.528650000000027,0.735793632,0.0,17.062279999999987,11685.858,Abril,LFPG,Mi,Air France,tarde,0,7.806595577549105,Noroeste
1,0,0,0,9.412560000000042,13.618393055999999,1.3844003328,17.422630000000026,11685.858,Abril,LFPG,Ju,Air France,tarde,0,4.505161944450055,Noroeste
1,0,0,0,9.440449999999998,10.521684,0.1318482144,16.97067000000004,11685.858,Abril,LFPG,Vi,Air France,tarde,0,2.7416779593022444,Noreste
1,0,0,0,8.741480000000024,5.472284832000001,0.26716982112000004,16.59042000000005,11685.858,Abril,LFPG,Sa,Air France,tarde,0,2.705977523491742,Suroeste
1,0,0,0,9.192300000000046,2.6521909056,0.002967419664,16.752470000000017,11685.858,Abril,LFPG,Do,Air France,tarde,0,2.88846026409757,Suroeste
1,0,0,0,9.531949999999995,5.032571904,0.003035241504,16.35310000000004,11685.858,Abril,LFPG,Lu,Air France,tarde,0,1.1608562657465828,Suroeste
1,0,0,0,9.763939999999991,4.5772181568,0.7496279136,16.08035000000001,11685.858,Abril,LFPG,Ma,Air France,tarde,0,6.115399243693031,Suroeste
1,0,0,0,8.830560000000048,0.05094520704,0.0,15.409000000000049,11685.858,Abril,LFPG,Mi,Air France,tarde,0,8.006097509209324,Sureste
1,0,0,0,7.751950000000022,1.7094456000000002,0.4005487152,15.137630000000001,11685.858,Abril,LFPG,Ju,Air France,tarde,0,9.323411925112552,Sureste
1,0,0,0,8.143329999999992,7.020490752,0.0011068318224,15.379800000000046,11685.858,Abril,LFPG,Vi,Air France,tarde,0,9.458717286815428,Sureste
1,0,0,0,10.504020000000025,1.1855146176,0.0,15.438620000000014,11685.858,Abril,LFPG,Sa,Air France,tarde,0,11.142458372500547,Sureste
0,0,0,0,9.845540000000028,1.2241333440000002,8.373743712e-06,14.68180000000001,11685.858,Abril,LFPG,Do,Air France,tarde,0,10.675915948824718,Sureste
0,0,0,0,9.891800000000046,0.6005952144,0.0,15.043660000000045,11685.858,Abril,LFPG,Lu,Air France,tarde,0,9.335264336666029,Sureste
0,0,0,0,9.810940000000016,0.016073137152,2.044608048,14.967160000000035,11685.858,Abril,LFPG,Ma,Air France,tarde,0,7.527251129575356,Sureste
0,0,0,0,9.035900000000026,0.20981077055999997,0.06165091872,14.60354000000001,11685.858,Abril,LFPG,Mi,Air France,tarde,0,8.607491441896585,Sureste
0,0,0,0,10.073020000000042,2.2471413119999997,0.0,14.986320000000035,11685.858,Abril,LFPG,Ju,Air France,tarde,0,6.378370426096743,Sureste
0,0,0,0,10.658440000000041,12.327935616,3.7642326047999997,14.975549999999998,11685.858,Abril,LFPG,Vi,Air France,tarde,0,7.020753612113848,Sureste
0,0,0,0,9.683370000000025,1.9068997536000003,0.0,14.98132000000004,11685.858,Abril,LFPG,Sa,Air France,tarde,0,6.582080316344228,Sureste
0,0,0,0,8.582100000000025,1.9304461728,0.0,15.79095000000001,11685.858,Abril,LFPG,Lu,Air France,tarde,0,2.5588726469986054,Noroeste
0,0,0,0,7.743860000000041,2.4017648256000004,26.773879104000002,16.19897000000003,11685.858,Abril,LFPG,Ma,Air France,tarde,0,5.580425223826274,Noroeste
0,0,0,0,8.596400000000017,0.9253344527999998,8.414417030400001,15.370870000000025,11685.858,Abril,LFPG,Mi,Air France,tarde,0,2.343324548783623,Sureste
0,0,0,0,9.161770000000047,0.27112104000000004,0.5001463584,14.677030000000002,11685.858,Abril,LFPG,Ju,Air France,tarde,0,9.546590457942317,Sureste
0,0,0,0,9.403129999999976,0.8031991968000001,0.18578097791999995,14.875020000000063,11685.858,Abril,LFPG,Sa,Air France,tarde,0,9.4973392384729,Sureste
0,0,0,0,9.109700000000032,6.324648825600001,0.1277511696,14.9375,11685.858,Abril,LFPG,Do,Air France,tarde,0,10.467741544144808,Sureste
1,0,0,0,8.863980000000026,0.55472440896,4.264467264,16.196560000000034,11685.858,Abril,LFPG,Ma,Air France,tarde,0,6.956107556788494,Suroeste
0,0,0,0,8.77642000000003,3.6077304960000007,0.0,15.20956000000001,11685.858,Abril,LFPG,Do,Air France,tarde,0,5.2158472200007635,Suroeste
0,0,0,0,8.088340000000017,1.3889886048,0.061436232,14.646970000000067,11685.858,Abril,LFPG,Vi,Air France,tarde,0,8.62962304824598,Sureste
1,0,0,0,8.490700000000004,1.1758083552,0.030429088128000006,14.460230000000024,11685.858,Mayo,LFPG,Lu,Air France,tarde,0,9.270349773474234,Sureste
1,0,0,0,8.599730000000022,0.48799774079999997,0.0,14.629600000000039,11685.858,Mayo,LFPG,Ma,Air France,tarde,0,5.391301597270852,Sureste
1,0,0,0,7.845480000000009,2.680990272,0.0,14.62963000000002,11685.858,Mayo,LFPG,Mi,Air France,tarde,0,1.9973102552621997,Noroeste
1,0,0,0,8.47120000000001,1.2647340864e-13,10.39577328,14.720000000000027,11685.858,Mayo,LFPG,Ju,Air France,tarde,0,0.9270305969600531,Noroeste
1,0,0,0,8.842980000000011,7.103235167999999,0.11892981600000001,14.675160000000005,11685.858,Mayo,LFPG,Vi,Air France,tarde,0,8.75154404742803,Suroeste
1,0,0,0,10.387229999999988,0.61751827872,0.0,14.974850000000004,11685.858,Mayo,LFPG,Sa,Air France,tarde,0,5.302210024908859,Suroeste
1,0,0,0,10.583900000000028,10.98313776,1.2635090208000002,15.112300000000005,11685.858,Mayo,LFPG,Do,Air France,tarde,0,6.547194602321357,Suroeste
1,0,0,0,9.759240000000034,1.8801748511999998,0.0,14.006400000000042,11685.858,Mayo,LFPG,Lu,Air France,tarde,0,9.263249332057852,Sureste
1,0,0,0,9.258050000000026,3.136535136,0.0,13.905200000000036,11685.858,Mayo,LFPG,Ma,Air France,tarde,0,8.081063460743499,Sureste
1,0,0,0,9.49822000000006,2.1075474240000003,0.0,14.45306000000005,11685.858,Mayo,LFPG,Mi,Air France,tarde,0,3.0179486457067677,Suroeste
1,0,0,0,9.743620000000021,0.5623787664000001,0.0,15.97314,11685.858,Mayo,LFPG,Ju,Air France,tarde,1,4.343798146351186,Suroeste
1,0,0,0,9.941340000000025,8.344226534399999,0.16834236479999998,15.78597000000002,11685.858,Mayo,LFPG,Vi,Air France,tarde,0,2.724577124378548,Noroeste
1,0,0,0,9.694180000000017,3.96140976,0.1848776832,15.25024000000002,11685.858,Mayo,LFPG,Sa,Air France,tarde,0,6.830781703408804,Noroeste
1,0,0,0,8.802030000000002,0.1778204016,0.08099561088,16.42706000000004,11685.858,Mayo,LFPG,Do,Air France,tarde,0,8.080012827587852,Noroeste
1,0,0,0,9.166700000000048,0.0038523228479999997,1.0554340608,16.426080000000013,11685.858,Mayo,LFPG,Lu,Air France,tarde,0,8.057320111968943,Noroeste
0,0,0,0,10.395650000000046,0.00047525391359999993,36.271215072,16.26230000000004,11685.858,Mayo,LFPG,Ma,Air France,tarde,0,7.804667322989383,Noroeste
0,0,0,0,9.870940000000019,1.7617033439999998,0.8936660448,16.089500000000044,11685.858,Mayo,LFPG,Mi,Air France,tarde,0,7.34003650950481,Noroeste
0,0,0,0,10.129800000000046,0.31646378591999996,20.152901951999997,16.06997000000007,11685.858,Mayo,LFPG,Ju,Air France,tarde,0,4.9813084367664455,Noreste
0,0,0,0,10.767660000000035,0.0028213486272,1.3557755808,16.256100000000004,11685.858,Mayo,LFPG,Vi,Air France,tarde,0,9.690580638423674,Noreste
0,0,0,0,11.290300000000002,0.15011988767999998,0.0047352216384,16.26666000000006,11685.858,Mayo,LFPG,Sa,Air France,tarde,0,10.282291090319474,Noreste
0,0,0,0,13.209470000000067,1.2179018304000002e-13,23.629737311999996,15.415099999999995,11685.858,Mayo,LFPG,Do,Air France,tarde,0,9.432236793628576,Noreste
0,0,0,0,13.946740000000034,1.2575330784e-13,0.3566927232,15.706800000000044,11685.858,Mayo,LFPG,Lu,Air France,tarde,0,7.784099060582523,Noroeste
0,0,0,0,14.081380000000024,1.2750072192e-13,0.7112985408,15.317000000000007,11685.858,Mayo,LFPG,Ma,Air France,tarde,0,4.685264351737982,Suroeste
0,0,0,0,13.3168,20.542767264000002,0.0029214903744000003,14.389200000000017,11685.858,Mayo,LFPG,Mi,Air France,tarde,0,8.063720190209246,Sureste
0,0,0,0,13.969539999999995,1.2739114944e-13,0.0,15.215779999999995,11685.858,Mayo,LFPG,Vi,Air France,tarde,0,3.0306085817873427,Suroeste
0,0,1,0,13.969539999999995,1.2739114944e-13,0.0,15.215779999999995,11685.858,Mayo,LFPG,Vi,Air France,mañana,1,3.0306085817873427,Suroeste
0,0,0,0,12.929900000000032,0.696244464,0.59984999712,14.892179999999996,11685.858,Mayo,LFPG,Do,Air France,tarde,0,3.8326949403381483,Suroeste
0,0,1,0,12.929900000000032,0.696244464,0.59984999712,14.892179999999996,11685.858,Mayo,LFPG,Do,Air France,mañana,0,3.8326949403381483,Suroeste
0,0,0,0,13.343740000000025,0.9895390272,0.33451015392,13.819500000000005,11685.858,Mayo,LFPG,Lu,Air France,tarde,0,3.3579911893588714,Suroeste
0,0,0,0,13.15414000000004,0.32541566400000005,0.10857802464,14.35677000000004,11685.858,Mayo,LFPG,Ma,Air France,tarde,0,3.9721016291114317,Noroeste
0,0,0,0,13.352200000000039,0.5790403152,0.34728130079999997,13.75587999999999,11685.858,Mayo,LFPG,Mi,Air France,tarde,0,6.168154786648759,Sureste
1,0,0,0,13.901800000000037,0.500188392,0.0,13.578970000000027,11685.858,Junio,LFPG,Ju,Air France,tarde,0,8.287809655946845,Sureste
1,0,0,0,11.7269,0.49932840959999997,7.08602688,15.68688000000003,11685.858,Junio,LFPG,Sa,Air France,tarde,0,6.070852065304686,Noroeste
1,0,0,0,12.04516000000001,5.131434672,2.1342051935999997,15.540220000000033,11685.858,Junio,LFPG,Do,Air France,tarde,0,6.615520167033184,Noroeste
1,0,0,0,12.16342000000003,0.9682455744000001,1.7053405632,14.523740000000032,11685.858,Junio,LFPG,Lu,Air France,tarde,0,6.14884417066659,Suroeste
1,0,0,0,12.708579999999984,10.740447071999998,0.009668444256,13.829600000000028,11685.858,Junio,LFPG,Ma,Air France,tarde,0,6.6474849022561955,Sureste
1,0,0,0,12.519980000000032,7.269659712,0.0,13.983060000000023,11685.858,Junio,LFPG,Mi,Air France,tarde,0,1.3971697840768322,Noreste
1,0,0,0,13.316500000000019,0.2758182624,2.4672096288,14.83767000000006,11685.858,Junio,LFPG,Ju,Air France,tarde,0,6.62188190384885,Suroeste
1,0,0,0,12.071680000000015,1.2016264896e-13,0.6914420064,13.722829999999988,11685.858,Junio,LFPG,Vi,Air France,tarde,0,5.639214075826273,Suroeste
1,0,0,0,12.578700000000026,2.02689,0.0,14.65536000000003,11685.858,Junio,LFPG,Do,Air France,tarde,0,4.321313209681254,Noroeste
1,0,0,0,11.827840000000037,1.5766158816,0.07285174559999999,15.514520000000061,11685.858,Junio,LFPG,Lu,Air France,tarde,0,9.294061711319035,Noroeste
1,0,0,0,11.657000000000039,1.2532872959999999,8.684823888,15.590599999999995,11685.858,Junio,LFPG,Ma,Air France,tarde,0,11.163564987320584,Noroeste
1,0,0,0,12.330650000000048,4.2939869472000005,3.3780347136000004,14.44213000000002,11685.858,Junio,LFPG,Mi,Air France,tarde,0,8.7147484863588,Suroeste
1,0,0,0,12.313070000000039,0.24820827839999998,0.10683321120000001,14.311000000000035,11685.858,Junio,LFPG,Ju,Air France,tarde,0,5.196685219873242,Suroeste
0,0,0,0,12.727530000000002,0.6954196896,0.0,15.407530000000008,11685.858,Junio,LFPG,Vi,Air France,tarde,0,5.900962430665588,Suroeste
0,0,0,0,12.496670000000051,0.39539113631999995,0.0006845135903999999,15.676539999999989,11685.858,Junio,LFPG,Sa,Air France,tarde,0,6.282957239400065,Suroeste
0,0,0,0,13.65118000000001,1.1560093632000002e-13,0.00016246097856,15.472200000000043,11685.858,Junio,LFPG,Do,Air France,tarde,0,3.5683077033154103,Suroeste
0,0,0,0,15.15273000000002,0.0001106411184,1.3745334528,15.23547000000002,11685.858,Junio,LFPG,Ma,Air France,tarde,0,9.522463198444875,Noroeste
0,0,0,0,14.40255000000002,0.03886269408,0.4357233648,14.134270000000015,11685.858,Junio,LFPG,Mi,Air France,tarde,0,12.058495228009077,Suroeste
0,0,0,0,14.80453,0.00036712735488,1.626774624,13.09880000000004,11685.858,Junio,LFPG,Ju,Air France,tarde,0,6.783097431498953,Suroeste
0,0,0,0,14.758450000000039,1.2128747327999998e-13,0.0,13.42610000000002,11685.858,Junio,LFPG,Vi,Air France,tarde,0,4.03916557666624,Suroeste
0,0,0,0,15.279570000000035,0.17605014336000002,5.230958054399999e-09,12.210960000000057,11685.858,Junio,LFPG,Sa,Air France,tarde,0,6.511873440853254,Sureste
0,0,0,0,15.977660000000014,0.13272911424000003,0.001712295072,11.450300000000027,11685.858,Junio,LFPG,Do,Air France,tarde,0,7.540107670451456,Sureste
